Rank,Console,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7015,7,2003,1,0.11,0.09,0,0.03,0.23
7016,3,1997,8,0,0,0.23,0,0.23
7017,4,2009,8,0.16,0.01,0,0.06,0.23
7018,14,2005,9,0.17,0.05,0,0.01,0.23
7019,6,2009,11,0.14,0.06,0,0.03,0.23
7020,7,2002,1,0.11,0.09,0,0.03,0.23
7021,18,2015,9,0.16,0.05,0,0.02,0.23
7022,13,1998,10,0.13,0.09,0,0.02,0.23
7023,24,1995,10,0,0,0.23,0,0.23
7024,24,1996,4,0,0,0.23,0,0.23
7025,19,2002,2,0.18,0.05,0,0.01,0.23
7026,4,2008,1,0.21,0,0,0.02,0.23
7027,20,2014,9,0.1,0.11,0,0.02,0.23
7028,4,2008,6,0.19,0.02,0,0.02,0.23
7029,5,2005,9,0.21,0.01,0,0.02,0.23
7030,4,2006,12,0.19,0.02,0,0.02,0.23
7031,4,2008,8,0.2,0.01,0,0.02,0.23
7032,13,2001,7,0.13,0.09,0,0.02,0.23
7033,13,2000,1,0.13,0.09,0,0.02,0.23
7034,1,2007,1,0.21,0,0,0.02,0.23
7035,9,2005,6,0.17,0.06,0,0,0.23
7036,17,2013,1,0,0.16,0,0.07,0.23
7038,13,1998,8,0.13,0.09,0,0.02,0.23
7039,4,2010,11,0,0.12,0.09,0.02,0.23
7040,17,2008,12,0,0.03,0.18,0.01,0.23
7041,5,2009,9,0.13,0.06,0.02,0.02,0.23
7042,5,2014,10,0.13,0.08,0,0.02,0.23
7043,4,2008,8,0.21,0,0,0.01,0.23
7044,9,2005,1,0.17,0.06,0,0,0.23
7045,1,2011,6,0.15,0.06,0,0.02,0.23
7046,6,2007,3,0.15,0.05,0,0.03,0.23
7047,27,1994,10,0,0,0.23,0,0.23
7048,13,1996,9,0.13,0.09,0,0.02,0.23
7049,4,2008,4,0.21,0,0,0.02,0.23
7050,18,2015,3,0.08,0.13,0,0.02,0.23
7051,7,2010,1,0.11,0.09,0,0.03,0.23
7052,15,2015,7,0,0.22,0,0.01,0.23
7053,14,2004,9,0.17,0.05,0,0.01,0.23
7054,6,2011,9,0.13,0.07,0,0.03,0.23
7055,1,2009,9,0.08,0.12,0,0.03,0.23
7056,7,2001,1,0.11,0.09,0,0.03,0.23
7057,6,2009,1,0.21,0,0,0.02,0.23
7058,9,2002,2,0.16,0.06,0,0,0.23
7059,11,2014,1,0.15,0.04,0,0.04,0.23
7060,1,2008,5,0.19,0.02,0,0.02,0.23
7061,15,2012,4,0,0.19,0,0.04,0.23
7062,23,2016,9,0,0,0.23,0,0.23
7063,5,2011,9,0.2,0.02,0,0.02,0.23
7064,1,2008,9,0.2,0.01,0,0.02,0.23
7065,17,2012,11,0,0,0.23,0,0.23
7066,4,2007,1,0.21,0.01,0,0.02,0.23
7067,3,1992,5,0,0,0.23,0,0.23
7068,7,2003,1,0,0,0.23,0,0.23
7069,6,2009,9,0,0,0.23,0,0.23
7070,7,2007,6,0.11,0.09,0,0.03,0.23
7071,10,2011,10,0.15,0.06,0,0.02,0.23
7072,4,2007,9,0.09,0,0.13,0.01,0.23
7073,7,2005,9,0.11,0.09,0,0.03,0.23
7074,11,2016,1,0.02,0.14,0,0.07,0.23
7075,10,2011,6,0.22,0,0,0.01,0.23
7076,17,2009,11,0,0,0.23,0,0.23
7077,13,1997,9,0.13,0.09,0,0.01,0.23
7078,9,2007,11,0.16,0.06,0,0,0.23
7079,1,2008,8,0.21,0,0,0.02,0.23
7080,17,2009,10,0,0,0.23,0,0.23
7081,4,2008,1,0,0,0.23,0,0.23
7082,1,2006,1,0.14,0.01,0.07,0.01,0.23
7083,7,2003,3,0.11,0.09,0,0.03,0.23
7084,9,2004,4,0.16,0.06,0,0,0.23
7085,1,2009,11,0.21,0,0,0.02,0.23
7086,8,1996,4,0,0,0.23,0,0.23
7087,14,2003,7,0.17,0.05,0,0.01,0.23
7088,4,2005,10,0,0,0.23,0,0.23
7089,14,2003,7,0.17,0.05,0,0.01,0.23
7090,1,2010,1,0.08,0.1,0.03,0.02,0.23
7091,7,2007,11,0.11,0.09,0,0.03,0.23
7092,7,2006,4,0.06,0.05,0.1,0.02,0.23
7093,13,1997,4,0.13,0.09,0,0.01,0.23
7094,6,2010,1,0,0,0.23,0,0.23
7095,7,2008,9,0.11,0.09,0,0.03,0.23
7096,8,1991,7,0,0,0.23,0,0.23
7097,13,1998,9,0.13,0.09,0,0.01,0.23
7098,13,1999,12,0,0,0.21,0.01,0.23
7099,19,2002,1,0.18,0.05,0,0.01,0.23
7100,7,2003,7,0.11,0.09,0,0.03,0.23
7101,7,2003,1,0.11,0.09,0,0.03,0.23
7102,1,2009,8,0.18,0.03,0,0.02,0.23
7103,1,2010,3,0.18,0.03,0,0.02,0.23
7104,13,1995,7,0.06,0.04,0.12,0.01,0.23
7105,1,2007,1,0.21,0,0,0.02,0.23
7106,13,1997,10,0.06,0.04,0.12,0.01,0.23
7107,14,2004,6,0.17,0.05,0,0.01,0.23
7108,17,2008,4,0.09,0,0.12,0.01,0.23
7109,7,2006,4,0.11,0.09,0,0.03,0.23
7110,17,2006,4,0.15,0.01,0.04,0.02,0.23
7111,6,2012,11,0.19,0.01,0,0.02,0.23
7112,17,2008,1,0.21,0,0,0.02,0.23
7113,1,2010,1,0.21,0,0,0.01,0.23
7114,7,2003,1,0.11,0.09,0,0.03,0.23
7115,1,2009,6,0.19,0.01,0,0.02,0.23
7116,7,2004,11,0.11,0.09,0,0.03,0.23
7117,4,2007,12,0.2,0,0,0.02,0.23
7118,7,2007,6,0.11,0.09,0,0.03,0.23
7119,6,2011,7,0.09,0.1,0,0.04,0.23
7120,1,2010,9,0.14,0.07,0,0.02,0.23
7121,5,2008,6,0.21,0,0,0.02,0.23
7122,3,1996,5,0,0,0.23,0,0.23
7123,7,2002,1,0.11,0.09,0,0.03,0.23
7124,4,2011,11,0.21,0,0,0.01,0.23
7125,13,1998,10,0,0,0.21,0.01,0.23
7126,23,2015,9,0.06,0.05,0.09,0.03,0.23
7127,4,2006,4,0,0,0.23,0,0.23
7128,7,2002,1,0.11,0.09,0,0.03,0.23
7129,13,1997,2,0.13,0.09,0,0.01,0.23
7130,7,2003,9,0.11,0.09,0,0.03,0.23
7131,17,2005,1,0.2,0,0,0.02,0.23
7132,6,2014,4,0,0,0.23,0,0.23
7133,10,2011,3,0.21,0,0,0.02,0.23
7134,4,2008,8,0.2,0,0,0.02,0.23
7135,15,2012,7,0.11,0.09,0,0.03,0.23
7136,7,2002,9,0.11,0.09,0,0.03,0.22
7137,1,2008,10,0.2,0.01,0,0.02,0.22
7138,17,2006,4,0.2,0.01,0,0.02,0.22
7139,6,2011,9,0,0,0.22,0,0.22
7140,7,2008,10,0.1,0,0,0.12,0.22
7141,4,2006,6,0.18,0.03,0,0.02,0.22
7142,19,2004,10,0.17,0.05,0,0.01,0.22
7143,17,2013,4,0,0,0.22,0,0.22
7144,7,2005,9,0.11,0.09,0,0.03,0.22
7145,6,2013,9,0.12,0.04,0.05,0.02,0.22
7146,9,2001,6,0.16,0.06,0,0,0.22
7147,5,2013,9,0.12,0.09,0,0.02,0.22
7148,12,1997,6,0,0,0.22,0,0.22
7149,19,2003,6,0.17,0.04,0,0.01,0.22
7150,16,1981,7,0.21,0.01,0,0,0.22
7151,16,1982,9,0.21,0.01,0,0,0.22
7152,16,1981,9,0.21,0.01,0,0,0.22
7153,17,2009,4,0.14,0,0.08,0.01,0.22
7154,4,2010,9,0.17,0.03,0,0.02,0.22
7155,17,2007,9,0,0,0.22,0,0.22
7156,6,2009,9,0.13,0.06,0,0.03,0.22
7157,17,2011,9,0,0,0.22,0,0.22
7158,1,2010,6,0.21,0,0,0.01,0.22
7159,14,2004,7,0.17,0.05,0,0.01,0.22
7160,7,2002,1,0.11,0.09,0,0.03,0.22
7161,7,2004,7,0.11,0.09,0,0.03,0.22
7162,7,2005,6,0,0,0.22,0,0.22
7163,18,2015,4,0.13,0.07,0,0.02,0.22
7164,4,2008,8,0.21,0,0,0.01,0.22
7165,7,2010,2,0.13,0.06,0,0.04,0.22
7166,10,2013,9,0,0,0.22,0,0.22
7167,19,2002,4,0.17,0.04,0,0.01,0.22
7168,4,2009,2,0.2,0.01,0,0.02,0.22
7169,7,2008,3,0.01,0,0,0.21,0.22
7170,17,2011,1,0.21,0,0,0.02,0.22
7171,6,2011,9,0,0,0.22,0,0.22
7172,9,2001,4,0.11,0.04,0.06,0,0.22
7173,4,2008,4,0.1,0,0.11,0.01,0.22
7174,7,2005,3,0.11,0.09,0,0.03,0.22
7175,19,2004,1,0.17,0.04,0,0.01,0.22
7176,9,2004,1,0.16,0.06,0,0,0.22
7177,9,2005,9,0.16,0.06,0,0,0.22
7178,4,2008,11,0.21,0,0,0.02,0.22
7179,6,2010,3,0.05,0.13,0,0.04,0.22
7180,6,2011,4,0.14,0,0.07,0.01,0.22
7181,1,2009,2,0.19,0.02,0,0.02,0.22
7182,11,2016,7,0.09,0.08,0.01,0.04,0.22
7184,6,2013,4,0.06,0.04,0.1,0.02,0.22
7185,4,2010,5,0.13,0.07,0,0.02,0.22
7186,16,1981,9,0.21,0.01,0,0,0.22
7187,8,1992,2,0,0,0.22,0,0.22
7188,13,1998,5,0.12,0.08,0,0.01,0.22
7189,1,2007,2,0.18,0.02,0,0.02,0.22
7190,13,1996,1,0.12,0.08,0,0.01,0.22
7191,1,2006,9,0.19,0.01,0,0.02,0.22
7192,7,2004,10,0.03,0.02,0.17,0.01,0.22
7193,1,2008,6,0.2,0,0,0.02,0.22
7194,7,2002,7,0.07,0.06,0.08,0.02,0.22
7195,1,2008,1,0.2,0,0,0.02,0.22
7196,7,2003,9,0,0,0.22,0,0.22
7197,10,2011,2,0.14,0.07,0,0.02,0.22
7198,1,2011,9,0.19,0.01,0,0.01,0.22
7199,4,2006,1,0.2,0,0,0.02,0.22
7200,9,2004,2,0.16,0.06,0,0,0.22
7201,15,2012,9,0.07,0.13,0,0.03,0.22
7202,6,2013,9,0.07,0.1,0,0.04,0.22
7203,17,2007,9,0.03,0.12,0,0.07,0.22
7204,6,2014,9,0.03,0.13,0.02,0.04,0.22
7205,1,2010,9,0.19,0.02,0,0.01,0.22
7206,4,2008,6,0.2,0.01,0,0.02,0.22
7207,1,2008,9,0.16,0.01,0.03,0.02,0.22
7208,13,1999,1,0.12,0.08,0,0.01,0.22
7209,1,2010,11,0.12,0.08,0,0.02,0.22
7211,17,2007,9,0.09,0.08,0,0.05,0.22
7212,6,2013,4,0.05,0.04,0.12,0.02,0.22
7213,15,2015,7,0.12,0.08,0,0.02,0.22
7214,23,2012,9,0.09,0.1,0,0.04,0.22
7216,9,2004,6,0.16,0.06,0,0,0.22
7217,4,2009,8,0.2,0,0,0.02,0.22
7218,6,2014,11,0.09,0.09,0,0.04,0.22
7219,9,2004,4,0.16,0.06,0,0,0.22
7220,1,2009,11,0.09,0.1,0,0.02,0.22
7221,14,2004,9,0.16,0.05,0,0.01,0.22
7222,11,2016,4,0,0,0.22,0,0.22
7223,19,2002,5,0.17,0.04,0,0.01,0.22
7224,5,2014,11,0.11,0.09,0,0.02,0.22
7225,12,2000,10,0.18,0.04,0,0,0.22
7226,12,2000,9,0.14,0.03,0.05,0,0.22
7227,12,1996,1,0,0,0.22,0,0.22
7228,12,1999,9,0.18,0.04,0,0,0.22
7229,12,2000,5,0.18,0.04,0,0,0.22
7230,1,2009,4,0,0,0.22,0,0.22
7231,4,2008,12,0.17,0.03,0,0.02,0.22
7232,19,2004,9,0.17,0.04,0,0.01,0.22
7233,4,2009,11,0.2,0,0,0.02,0.22
7234,1,2009,3,0.21,0,0,0.01,0.22
7235,7,2002,6,0.11,0.08,0,0.03,0.22
7236,4,2007,5,0.03,0.18,0,0.01,0.22
7237,13,1996,1,0.12,0.08,0,0.01,0.22
7238,4,2008,11,0.04,0,0.17,0,0.22
7239,4,2007,7,0.2,0,0,0.02,0.22
7240,5,2009,12,0.15,0.02,0.03,0.02,0.22
7241,14,2002,6,0.16,0.05,0,0.01,0.22
7242,5,2009,9,0.11,0.09,0,0.02,0.22
7243,13,1998,1,0.12,0.08,0,0.01,0.22
7244,1,2009,9,0.17,0.03,0,0.02,0.22
7245,14,2004,7,0.16,0.05,0,0.01,0.22
7246,5,2011,9,0.13,0.07,0,0.02,0.22
7247,13,1998,12,0.05,0.03,0.12,0.01,0.22
7248,11,2016,4,0,0,0.22,0,0.22
7249,19,2001,1,0.17,0.04,0,0.01,0.22
7250,7,2004,4,0.11,0.08,0,0.03,0.22
7251,7,2001,8,0.11,0.08,0,0.03,0.22
7252,22,2000,10,0,0,0.22,0,0.22
7253,1,2008,1,0.19,0.01,0,0.02,0.22
7254,4,2009,4,0.07,0.06,0.07,0.01,0.22
7256,11,2015,9,0.1,0.08,0,0.04,0.22
7257,4,2008,6,0,0,0.22,0,0.22
7258,19,2005,9,0.17,0.04,0,0.01,0.22
7259,1,2011,6,0.2,0,0,0.01,0.22
7260,6,2015,6,0.1,0.08,0,0.04,0.22
7261,6,2009,6,0.2,0,0,0.02,0.22
7262,7,2009,6,0.11,0.01,0,0.1,0.22
7263,7,2001,1,0.11,0.08,0,0.03,0.22
7264,3,1997,5,0,0,0.22,0,0.22
7265,5,2008,1,0.2,0,0,0.02,0.22
7266,5,2006,7,0.19,0.01,0,0.02,0.22
7267,15,2011,9,0.12,0.07,0,0.03,0.22
7268,7,2006,4,0.11,0.08,0,0.03,0.22
7269,4,2009,5,0.01,0.19,0,0.02,0.22
7270,20,2015,4,0.1,0.04,0.06,0.01,0.22
7271,7,2003,1,0.11,0.08,0,0.03,0.22
7272,9,2002,9,0.16,0.06,0,0,0.22
7273,10,2012,11,0.12,0.02,0.06,0.01,0.22
7274,17,2005,1,0.2,0,0,0.02,0.22
7275,9,2003,9,0.16,0.06,0,0,0.22
7276,17,2009,4,0.08,0,0.13,0.01,0.22
7277,4,2007,11,0,0,0.22,0,0.22
7278,7,2002,3,0.11,0.08,0,0.03,0.22
7279,4,2006,1,0.2,0,0,0.02,0.22
7280,7,2006,1,0,0,0.22,0,0.22
7281,19,2002,1,0.17,0.04,0,0.01,0.22
7282,11,2015,9,0.09,0.1,0,0.04,0.22
7283,13,2001,1,0.12,0.08,0,0.01,0.22
7284,4,2005,2,0,0,0.22,0,0.22
7285,9,2003,2,0.16,0.06,0,0,0.22
7286,4,2008,6,0.2,0,0,0.02,0.22
7287,7,2008,1,0,0,0.22,0,0.22
7288,13,1999,9,0.12,0.08,0,0.01,0.22
7289,13,1999,3,0.12,0.08,0,0.01,0.22
7290,6,2013,7,0.07,0.06,0.06,0.03,0.22
7291,1,2008,6,0.19,0.01,0,0.02,0.22
7292,10,2015,12,0.14,0.05,0.01,0.02,0.22
7293,6,2010,3,0.05,0.13,0,0.04,0.22
7294,11,2013,1,0.14,0.05,0,0.03,0.22
7295,19,2004,9,0.17,0.04,0,0.01,0.22
7296,24,1995,1,0,0,0.22,0,0.22
7297,9,2003,6,0.15,0.06,0,0,0.22
7298,1,2008,1,0,0.2,0,0.01,0.22
7299,9,2002,6,0.15,0.06,0,0,0.22
7300,19,2005,9,0.17,0.04,0,0.01,0.22
7301,5,2013,7,0.06,0.13,0,0.02,0.22
7302,5,2006,8,0.19,0.01,0,0.02,0.22
7303,8,1993,9,0,0,0.22,0,0.22
7304,6,2010,8,0.11,0.07,0,0.03,0.22
7305,23,2015,9,0,0.07,0.13,0.02,0.22
7306,7,2002,11,0.11,0.08,0,0.03,0.22
7307,5,2012,8,0.13,0.03,0.04,0.01,0.22
7308,15,2003,4,0,0.19,0,0.02,0.22
7309,17,2012,9,0,0,0.22,0,0.22
7310,4,2008,9,0.17,0.02,0.02,0.02,0.22
7311,11,2015,3,0.03,0.13,0.03,0.03,0.22
7312,4,2008,4,0.12,0.04,0.05,0.01,0.22
7313,18,2014,4,0.1,0.1,0,0.02,0.22
7314,13,2000,1,0.12,0.08,0,0.01,0.21
7315,7,2001,1,0.11,0.08,0,0.03,0.21
7317,13,2001,1,0.12,0.08,0,0.01,0.21
7318,17,2006,4,0.1,0.03,0.06,0.03,0.21
7319,1,2010,6,0.2,0,0,0.02,0.21
7320,23,2013,11,0.07,0.09,0,0.05,0.21
7321,7,2004,3,0.11,0.08,0,0.03,0.21
7322,13,1996,2,0.12,0.08,0,0.01,0.21
7323,6,2011,6,0,0.16,0,0.05,0.21
7324,19,2005,6,0.17,0.04,0,0.01,0.21
7325,7,2004,3,0.11,0.08,0,0.03,0.21
7326,17,2005,1,0.2,0,0,0.02,0.21
7327,7,2009,10,0.11,0.08,0,0.03,0.21
7328,24,1997,1,0,0,0.21,0,0.21
7329,10,2011,9,0.16,0.04,0,0.02,0.21
7330,1,2007,4,0.09,0,0.11,0.01,0.21
7331,24,1997,4,0,0,0.21,0,0.21
7332,4,2007,1,0,0,0.21,0,0.21
7333,7,2002,9,0.03,0.02,0.15,0.01,0.21
7334,24,1997,11,0,0,0.21,0,0.21
7335,1,2010,6,0,0.19,0,0.03,0.21
7336,1,2008,1,0.2,0,0,0.02,0.21
7337,1,2011,9,0.08,0.08,0.03,0.02,0.21
7338,23,2013,9,0.09,0.02,0.08,0.03,0.21
7339,7,2008,3,0.1,0.08,0,0.03,0.21
7340,5,2006,1,0.2,0,0,0.02,0.21
7341,18,2014,9,0.12,0.07,0,0.02,0.21
7342,5,2011,1,0.18,0.02,0,0.01,0.21
7343,19,2006,11,0.17,0.04,0,0.01,0.21
7344,13,1999,9,0.12,0.08,0,0.01,0.21
7345,17,2010,10,0.11,0.07,0,0.04,0.21
7346,6,2008,3,0.1,0.08,0,0.04,0.21
7347,7,2000,3,0.1,0.08,0,0.03,0.21
7348,10,2012,8,0,0,0.21,0,0.21
7349,7,2004,4,0.1,0.08,0,0.03,0.21
7350,5,2007,1,0.2,0,0,0.02,0.21
7351,7,2006,6,0,0,0.21,0,0.21
7352,9,2002,7,0.15,0.06,0,0,0.21
7354,14,2003,10,0.16,0.05,0,0.01,0.21
7355,6,2010,9,0,0,0.21,0,0.21
7356,7,2002,12,0.1,0.08,0,0.03,0.21
7357,4,2005,1,0.19,0.01,0,0.02,0.21
7358,6,2011,2,0.11,0.07,0,0.03,0.21
7359,5,2009,1,0.19,0.01,0,0.02,0.21
7360,14,2002,7,0.16,0.05,0,0.01,0.21
7361,5,2009,11,0.14,0.06,0,0.02,0.21
7362,5,2009,7,0.12,0.07,0,0.02,0.21
7363,1,2008,9,0.19,0,0,0.02,0.21
7364,14,2005,1,0.16,0.05,0,0.01,0.21
7365,14,2004,9,0.16,0.05,0,0.01,0.21
7366,7,2005,6,0.1,0.08,0,0.03,0.21
7367,5,2010,9,0.07,0.12,0,0.02,0.21
7368,7,2004,7,0.1,0.08,0,0.03,0.21
7369,17,2005,1,0.2,0,0,0.02,0.21
7370,6,2014,3,0.05,0.11,0.01,0.04,0.21
7373,16,1981,1,0.2,0.01,0,0,0.21
7375,4,2011,12,0.1,0.03,0.07,0.01,0.21
7376,5,2015,9,0.12,0.08,0,0.02,0.21
7377,5,2010,6,0.17,0.03,0,0.01,0.21
7378,6,2009,9,0.11,0.07,0,0.03,0.21
7379,5,2007,6,0.18,0.01,0,0.02,0.21
7380,7,2004,9,0.1,0.08,0,0.03,0.21
7381,7,2001,7,0.1,0.08,0,0.03,0.21
7382,7,2005,2,0.1,0.08,0,0.03,0.21
7383,19,2003,10,0,0,0.21,0.01,0.21
7385,13,1996,11,0,0,0.2,0.01,0.21
7386,11,2014,9,0.07,0.1,0.01,0.04,0.21
7387,8,1995,10,0,0,0.21,0,0.21
7388,1,2009,11,0.12,0.07,0,0.02,0.21
7389,10,2014,9,0.09,0.03,0.08,0.01,0.21
7390,17,2009,10,0.17,0.02,0,0.02,0.21
7391,4,2008,9,0.19,0.01,0,0.02,0.21
7392,6,2011,1,0.06,0.05,0.08,0.02,0.21
7393,13,2000,10,0.12,0.08,0,0.01,0.21
7394,1,2009,1,0.15,0.05,0,0.02,0.21
7395,14,2005,7,0.16,0.05,0,0.01,0.21
7396,1,2011,1,0.15,0.05,0,0.02,0.21
7397,17,2005,11,0.18,0.01,0,0.02,0.21
7398,5,2009,1,0.2,0,0,0.02,0.21
7399,7,2005,12,0,0,0.21,0,0.21
7400,7,2003,2,0.1,0.08,0,0.03,0.21
7401,19,2003,2,0.16,0.04,0,0.01,0.21
7402,1,2010,6,0.2,0,0,0.01,0.21
7403,4,2009,9,0.2,0,0,0.01,0.21
7404,17,2010,1,0.06,0,0.13,0.01,0.21
7405,7,2002,4,0.1,0.08,0,0.03,0.21
7406,13,2002,2,0.12,0.08,0,0.01,0.21
7407,7,2001,11,0.09,0.07,0.03,0.02,0.21
7409,14,2003,1,0.16,0.05,0,0.01,0.21
7410,20,2013,8,0.15,0.04,0,0.02,0.21
7411,17,2007,1,0.19,0,0,0.02,0.21
7412,17,2005,6,0.19,0,0,0.02,0.21
7413,12,1997,10,0.17,0.04,0,0,0.21
7414,12,1999,6,0.17,0.04,0,0,0.21
7415,12,1998,10,0.17,0.04,0,0,0.21
7416,12,2000,3,0.17,0.04,0,0,0.21
7417,12,1999,2,0.17,0.04,0,0,0.21
7418,12,1999,7,0.17,0.04,0,0,0.21
7419,10,2012,4,0.13,0.07,0,0.02,0.21
7420,5,2012,9,0.2,0,0,0.01,0.21
7421,13,1996,4,0,0,0.2,0.01,0.21
7422,5,2008,3,0.06,0.14,0,0.01,0.21
7423,24,1996,10,0,0,0.21,0,0.21
7424,19,2003,9,0.16,0.04,0,0.01,0.21
7426,13,1997,4,0.12,0.08,0,0.01,0.21
7427,13,1999,4,0.12,0.08,0,0.01,0.21
7428,13,2000,4,0,0,0.2,0.01,0.21
7429,9,2004,2,0,0,0.2,0.01,0.21
7430,5,2007,9,0.18,0,0.01,0.01,0.21
7431,5,2009,9,0.12,0.05,0.02,0.02,0.21
7432,7,2002,9,0.1,0.08,0,0.03,0.21
7433,14,2004,7,0.17,0.04,0,0.01,0.21
7434,7,2001,3,0.1,0.08,0,0.03,0.21
7435,7,2008,9,0.1,0.08,0,0.03,0.21
7436,6,2013,4,0.09,0,0.1,0.01,0.21
7437,14,2005,9,0.16,0.04,0,0.01,0.21
7438,1,2012,6,0.15,0.04,0,0.02,0.21
7439,7,2006,1,0,0,0.21,0,0.21
7440,9,2003,2,0.15,0.06,0,0,0.21
7441,4,2010,4,0.08,0.04,0.07,0.01,0.21
7442,17,2010,4,0,0,0.21,0,0.21
7443,14,2002,9,0.13,0.04,0.03,0.01,0.21
7444,19,2001,1,0.16,0.04,0,0.01,0.21
7445,1,2010,9,0.12,0.07,0,0.02,0.21
7446,19,2002,1,0.16,0.04,0,0.01,0.21
7447,5,2009,1,0.18,0.01,0,0.01,0.21
7448,13,1999,3,0.12,0.08,0,0.01,0.21
7449,7,2000,1,0.1,0.08,0,0.03,0.21
7450,7,2005,9,0.1,0.08,0,0.03,0.21
7451,4,2008,1,0.19,0,0,0.02,0.21
7452,4,2009,12,0,0,0.21,0,0.21
7453,13,2000,10,0.12,0.08,0,0.01,0.21
7454,23,2014,9,0.03,0.13,0,0.05,0.21
7455,23,2014,2,0.03,0.12,0,0.05,0.21
7456,4,2007,4,0.19,0,0,0.02,0.21
7457,4,2008,3,0.19,0,0,0.01,0.21
7458,4,2011,5,0.19,0,0,0.01,0.21
7459,7,2006,4,0,0,0.21,0,0.21
7460,5,2010,7,0.19,0,0,0.01,0.21
7461,7,2005,9,0.1,0.08,0,0.03,0.21
7462,5,2010,7,0.11,0.08,0,0.02,0.21
7463,5,2007,1,0.19,0,0,0.02,0.21
7464,14,2002,1,0.15,0.04,0,0.01,0.21
7465,6,2011,9,0.11,0.07,0,0.03,0.21
7466,24,1995,10,0,0,0.21,0,0.21
7467,4,2008,6,0.19,0,0,0.02,0.21
7468,17,2005,1,0.19,0,0,0.02,0.21
7469,13,1998,11,0,0,0.19,0.01,0.21
7470,7,2002,1,0.1,0.08,0,0.03,0.21
7471,4,2006,6,0,0,0.21,0,0.21
7473,6,2010,1,0,0,0.21,0,0.21
7474,1,2008,6,0.19,0,0,0.01,0.21
7475,9,2001,10,0.09,0.03,0.08,0,0.21
7476,1,2011,4,0.14,0,0.06,0.01,0.21
7477,4,2012,9,0.15,0.04,0,0.01,0.21
7478,17,2009,1,0.19,0,0,0.02,0.21
7479,7,2002,1,0.04,0.03,0.12,0.01,0.21
7480,1,2009,8,0.13,0.06,0,0.02,0.21
7481,19,2002,9,0.16,0.04,0,0.01,0.21
7482,14,2004,1,0.15,0.04,0,0.01,0.21
7483,10,2012,9,0,0,0.21,0,0.21
7484,6,2012,9,0.1,0.03,0.06,0.02,0.21
7485,5,2009,11,0.1,0.08,0,0.02,0.21
7486,15,2013,7,0.14,0.04,0,0.02,0.21
7487,17,2011,1,0,0,0.21,0,0.21
7488,10,2015,9,0.05,0.1,0.04,0.01,0.21
7489,13,2000,11,0.11,0.08,0,0.01,0.21
7490,4,2006,3,0.17,0.02,0,0.02,0.21
7491,19,2005,10,0.16,0.04,0,0.01,0.21
7492,6,2010,9,0.06,0.1,0.01,0.04,0.21
7493,6,2012,9,0,0,0.21,0,0.21
7494,14,2003,2,0.15,0.04,0,0.01,0.21
7495,9,2002,9,0.15,0.05,0,0,0.21
7496,11,2014,11,0.1,0.07,0,0.03,0.21
7497,17,2006,12,0.18,0,0,0.02,0.2
7498,1,2010,12,0.15,0.04,0,0.02,0.2
7499,11,2016,9,0.02,0.06,0.11,0.02,0.2
7500,27,1995,10,0,0,0.2,0,0.2
7501,4,2009,8,0.19,0,0,0.01,0.2
7502,9,2002,6,0.15,0.05,0,0,0.2
7503,1,2010,1,0.19,0,0,0.01,0.2
7504,6,2007,4,0.17,0.01,0,0.02,0.2
7505,9,2004,9,0.15,0.05,0,0,0.2
7506,1,2011,10,0.11,0.07,0,0.02,0.2
7507,3,2000,12,0,0,0.2,0,0.2
7508,17,2008,6,0.19,0,0,0.02,0.2
7509,5,2011,6,0.19,0,0,0.01,0.2
7510,4,2009,11,0.07,0.11,0,0.02,0.2
7511,18,2014,1,0.17,0.02,0,0.02,0.2
7512,7,2004,10,0.1,0.08,0,0.03,0.2
7513,10,2011,9,0.16,0.03,0,0.01,0.2
7514,8,1995,12,0,0,0.2,0,0.2
7515,7,2005,1,0.1,0.08,0,0.03,0.2
7516,14,2001,3,0.15,0.04,0,0.01,0.2
7517,1,2009,9,0.17,0.02,0,0.02,0.2
7518,4,2009,5,0,0,0.2,0,0.2
7519,5,2010,8,0.11,0.08,0,0.02,0.2
7520,1,2009,1,0.14,0.04,0,0.02,0.2
7521,7,2007,9,0,0,0.2,0,0.2
7522,7,2008,6,0,0.02,0,0.19,0.2
7524,7,2005,12,0.06,0.05,0.07,0.02,0.2
7525,14,2005,1,0.15,0.04,0,0.01,0.2
7526,6,2011,1,0.15,0.03,0,0.02,0.2
7527,6,2006,8,0.06,0,0.14,0.01,0.2
7528,22,2000,4,0,0,0.2,0,0.2
7529,14,2002,3,0.14,0.04,0.02,0.01,0.2
7530,5,2008,4,0.16,0.02,0.01,0.02,0.2
7531,1,2011,6,0,0.17,0,0.03,0.2
7532,14,2006,3,0.15,0.04,0,0.01,0.2
7533,7,2000,1,0,0,0.2,0,0.2
7534,15,2011,7,0.09,0.09,0,0.03,0.2
7535,9,2005,6,0.15,0.05,0,0,0.2
7536,7,2005,6,0.1,0.08,0,0.03,0.2
7537,8,1994,3,0,0,0.2,0,0.2
7538,17,2012,4,0,0,0.2,0,0.2
7539,6,2013,4,0.05,0.05,0.09,0.02,0.2
7540,6,2014,4,0.06,0.05,0.08,0.02,0.2
7541,1,2009,6,0,0.19,0,0.01,0.2
7542,7,2008,1,0.1,0.08,0,0.03,0.2
